Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL278745	O=C(CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)CC(NC(=O)c1ccc2ccccc2n1)C(=O)O)NC(c1ccccc1)c1cc2ccccc2[nH]1	Ki	200
CHEMBL361683	O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)C(Cc2cccnc2)C[C@@H]1Cc1ccccc1	Ki	0.17
CHEMBL3350098	O=S1(=O)N(Cc2cccc(CCO)c2)[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N1Cc1cccc(CCO)c1	Ki	42.66
CHEMBL66411	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)NCc1ccccc1	Ki	2.51189E+12
CHEMBL37472	O=C1N[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	1.202
CHEMBL4800615	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@H]1C2CO[C@H]3OC[C@@H]1C3C2)S(=O)(=O)c1ccc(N)cc1	Ki	0.022
CHEMBL357188	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)N(C)Cc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1	Ki	12022644346
CHEMBL515309	CC[C@@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)C(C)C)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.063
CHEMBL262642	O=C(Nc1cnccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.02
CHEMBL299578	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C[S+]([O-])c1ccc2ccccc2c1)NS(C)(=O)=O)S(=O)(=O)c1ccc(N)cc1	Ki	0.1
CHEMBL16337	O=c1c2c(oc(O)c1[C@@H](c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2	Ki	0.9
CHEMBL309955	CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1	Ki	145
CHEMBL315306	O=C1N(Cc2ccc(F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	3.6
CHEMBL104285	CC(=O)c1c[nH]c([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)n1	Ki	370
CHEMBL433195	O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)C2(CCN(Cc3ccccc3)CC2)C[C@@H]1Cc1ccccc1	Ki	2500
CHEMBL56117	O=C(Nc1nccs1)c1cccc(CN2C(=O)N(Cc3ccccc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.074
CHEMBL311570	O=c1cc(C(CC2CC2)CC2CC2)oc(O)c1C(c1cccc(NS(=O)(=O)c2cccc3cccnc23)c1)C1CC1	Ki	5.3
CHEMBL328959	CN1C(=O)N(C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	5700
CHEMBL40645	COC(=O)[C@@H](NC(=O)[C@@H](/C=C/[C@H](C)C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)C(C)C	Ki	67000
CHEMBL262204			
CHEMBL300050	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	0.2399
CHEMBL2165916	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCN1CCNC1=O)S(=O)(=O)c1ccc(OC)cc1	Ki	1.056
CHEMBL79063	CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3ccccc3)c2)C2CC2)c(=O)o1	Ki	17
CHEMBL133517	C/C(=N/O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(/C(C)=N\O)c3)S2(=O)=O)c1	Ki	3.4
CHEMBL315177	O=C1N(Cc2ccncc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccncc1	Ki	90
CHEMBL294812	CC(=O)NCc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1	Ki	5.7
CHEMBL38314	O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1	Ki	0.027
CHEMBL310123	CCC(CC)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)c(=O)o1	Ki	0.54
CHEMBL38281	NC(=O)c1cccc(CN2C(=O)N[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	5.6
CHEMBL78955	CCC(CCOCCOC)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)c(=O)o1	Ki	0.88
CHEMBL335737	CCC(C1=C(O)OC2CCCCCC2C1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1	Ki	0.19
CHEMBL337439	CCC(C1=C(O)OC2CCCCC2C1=O)c1ccccc1	Ki	670
CHEMBL78470	Cc1cc(O)c(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)c(=O)o1	Ki	14
CHEMBL125420	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2ccccc2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.7
CHEMBL3350108	O=S1(=O)N(Cc2cccc(-c3cccs3)c2)[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N1Cc1cccc(-c2cccs2)c1	Ki	2200
CHEMBL362510	Nc1cccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)OC2CCCCC2)c1	Ki	0.005
CHEMBL155384			
CHEMBL174779	COC(=O)NCCCC(C)(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2	Ki	0.00052
CHEMBL3349490	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	20
CHEMBL124770	CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC	Ki	140
CHEMBL28619	O=C1N(Cc2ccccc2)C2CS[C@@H](CCCCCO)C2N1Cc1ccccc1	Ki	10300
CHEMBL311474	O=C(Nc1nccs1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.016
CHEMBL337537	CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(F)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	1.1
CHEMBL458223	COc1cccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C)n2)C[C@@H](C)O)c1	Ki	12182.3
CHEMBL298120	N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)[C@@H](CCc3ccccc3)[C@H](O)[C@@H]2Cc2ccccc2)c1	Ki	780
CHEMBL375606	COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)cc2c1)[C@@H](C)O	Ki	1400
CHEMBL376602	CC[C@@H](C)[C@H](NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)[C@H](C)CC)[C@@H](C)O)nc2c1)[C@@H](C)O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	1900
CHEMBL457783	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.02692
CHEMBL106776	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)c1nc(C=O)c[nH]1	Ki	3500
CHEMBL120818	CCC(c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)oc2ccccc2c1=O	Ki	160
CHEMBL350530	O=C1N(CC#Cc2cc3ccccc3cn2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC#Cc1cc2ccccc2cn1	Ki	1000
CHEMBL68086	CS(=O)(=O)c1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(S(C)(=O)=O)cc3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)cc1	Ki	2.5
CHEMBL281473	COC(=O)CCCC[C@@H]1SCC2C1N(Cc1cccc(Br)c1)C(=O)N2Cc1cccc(Br)c1	Ki	580
CHEMBL166175	CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1	Ki	8
CHEMBL1323	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	Ki	0.34
CHEMBL48600	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Ki	16982.44
CHEMBL15049	C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NC(c1ccccc1)c1nc2ccccc2[nH]1	Ki	5370
CHEMBL4637468	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN1CCO[C@H](C)C1)S(=O)(=O)c1ccc(N)cc1	Ki	18.95
CHEMBL4643674	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCC(=O)N1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	127.2
CHEMBL4635435	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCN1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	2.22
CHEMBL4637811	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1)S(=O)(=O)c1ccc(N)cc1	Ki	7.28
CHEMBL4645584	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCC(=O)N1CCOCC1)S(=O)(=O)c1ccc(N)cc1	Ki	22.76
CHEMBL4632437	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCCN1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	336.02
CHEMBL2110205	Cc1cc(SC2=C(O)O[C@](CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1	Ki	0.31
CHEMBL457806	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)CC)S(=O)(=O)c1ccc(OC)cc1	Ki	4.17
CHEMBL140468	CCCC1(c2ccccc2)CC(=O)C(C(CC)c2ccccc2)=C(O)O1	Ki	95
CHEMBL82606	CNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.06
CHEMBL2165893	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCC(=O)N1)S(=O)(=O)c1ccc2ncsc2c1	Ki	1.126
CHEMBL85593	CC(=O)Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(C)=O	Ki	41
CHEMBL136950	CN[C@@H](Cc1ccccc1)C(=O)NCCCC[C@@H](C(=O)O)N(CC(C)C)S(=O)(=O)c1ccc(C)cc1	Ki	2.1
CHEMBL191830	C=CCCCCC(NC(=O)c1cccc(O)c1OCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2	Ki	20
CHEMBL433123	CC(C)[C@@H]1[C@H](O)[C@@H](O)[C@@H](C(C)C)N(CC2CC2)C(=O)N1CC1CC1	Ki	250
CHEMBL64958	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1	Ki	3.4
CHEMBL135603	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)C(=O)Cc2ccccc2)C(=O)O)cc1	Ki	14
CHEMBL343608	CC(C)(C)OC(=O)N[C@H](Cc1c[nH]cn1)C(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	11
CHEMBL38268	Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1N	Ki	0.67
CHEMBL275024	O=C(NCC(F)(F)F)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC(F)(F)F)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.21
CHEMBL143656	CCCC1(CCC)CC(=O)C(C(CC)c2ccccc2)=C(O)O1	Ki	22
CHEMBL143235	CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2ccccc2)=C(O)O1	Ki	35
CHEMBL305352	COc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CSc2nnn(C)n2)C(C)(C)C)cc1	Ki	12
CHEMBL20846	CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cccc4cccnc34)c2)=C(O)O1	Ki	3.1
CHEMBL166936	O=C1N(Cc2ccccc2)[C@H](Cc2ccc(OCCN3CCOCC3)cc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccc(OCCN3CCOCC3)cc2)N1Cc1ccccc1	Ki	5.9
CHEMBL263072	O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1	Ki	0.05
CHEMBL286693	CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1	Ki	0.912
CHEMBL84884	O=C(Nc1c(Cl)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(Cl)c1NC(=O)OCc1ccccc1)OCc1ccccc1	Ki	91
CHEMBL135169	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2cccc(F)c2)c2ccccc2)cc1	Ki	
CHEMBL476802	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2(C(N)=O)CC2)cc1	Ki	0.1738
CHEMBL457127	Cc1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(C[C@H](C)O)S(=O)(=O)c2ccco2)n1	Ki	10000000
CHEMBL334885	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CCCc2ccccc2)C(=O)O)cc1	Ki	300
CHEMBL278687	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cscn3)c1)C1CC1)CCCCCC2	Ki	1.6
CHEMBL370663			
CHEMBL4875282	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC[C@H]2CCCNC2)cc1	Ki	0.3
CHEMBL382513	COc1cc(Br)c(C(=O)N[C@@H](Cc2cccc(Br)c2)[C@H](O)C[C@H](CCc2ccc(Cl)cc2Cl)S(=O)(=O)c2ccc(F)cc2)cc1OC	Ki	3100
CHEMBL1794024	CC[C@H](C)[C@@H]1NC(=O)[C@@H](C(N)C[C@@H](O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)Cc2ccc(cc2)OCCCNC1=O	Ki	4
CHEMBL292789	COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2nc3ccccc3[nH]2)C(C)(C)C)cc1	Ki	9.4
CHEMBL2165908	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H](C)C(=O)OC)S(=O)(=O)c1ccc(OC)cc1	Ki	2.801
CHEMBL288261	NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccc(F)c(F)c3)[C@H](O)[C@H]2CCc2ccc(F)c(F)c2)c1	Ki	0.15
CHEMBL28516	CC(=O)NCCCCCN1C(=O)N(CCCCCNC(C)=O)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	350
CHEMBL288045	[N-]=[N+]=N[C@@H](Cc1ccccc1)[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc3ccccc3c2)C(=O)N1Cc1ccc2ccccc2c1	Ki	330
CHEMBL20565	CCC(C1=C(O)OC(CC)(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1	Ki	4.7
CHEMBL36862	Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1	Ki	1.702
CHEMBL279310	CCOP(=O)(OCC)/C(C#N)=C(\O)[C@H](Cc1ccccc1)NC(=O)C(CC(C)C)NC(C)=O	Ki	206000
CHEMBL21145	O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1	Ki	0.34
CHEMBL293654	O=C1N(Cc2cccc(-c3nc[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2nc[nH]n2)c1	Ki	0.052
CHEMBL109500	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	0.66
CHEMBL283643	CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)C3C2CS[C@H]3CCCCCO)c1	Ki	3700
CHEMBL1790656	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1CSSC[C@@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C	Ki	36000
CHEMBL381783	C=CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1(CC=C)C(=O)Nc2ccccc21	Ki	5
CHEMBL4868416	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1	Ki	40.5
CHEMBL1791329	CC[C@H](C)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)NC(CO)C(N)=O)[C@@H](C)CC)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Ki	140000
CHEMBL1791331	CC[C@H](C)[C@@H](NC(=O)[C@H]([C@H](C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(=O)NC(CO)C(N)=O	Ki	202
CHEMBL1791332	CC[C@H](C)[C@@H](NC(=O)[C@H]([C@H](C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)NC(CO)C(N)=O	Ki	235000
CHEMBL316256	CC(C)CCCCN1C(=O)N(CCCCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	30
CHEMBL120052	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)Nc2ccccc2)cc1	Ki	20000
CHEMBL2110206	Cc1cc(SC2=C(O)O[C@](CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C#N)cc1	Ki	0.2
CHEMBL99033	O=C1N(Cc2ccc3oc(O)nc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2oc(O)nc2c1	Ki	3.9
CHEMBL120225	CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)OC(C)(C)C)c2)C2CC2)c(=O)o1	Ki	4
CHEMBL301219	O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(CC3CC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.037
CHEMBL1323	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	Ki	0.18
CHEMBL98288	CC(C)(C)[C@H](NC(=O)OCc1nc2ccccc2[nH]1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](CO)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1nc2ccccc2[nH]1)C(C)(C)C	Ki	13
CHEMBL263028	Cc1cc(SC2=C(O)OC(CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1cccc(C#N)c1	Ki	1.4
CHEMBL89794	COc1ccc(CN2C(=O)N(Cc3ccc(OC)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1	Ki	157
CHEMBL4648458	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN2CCO[C@H](C)C2)cc1	Ki	14.25
CHEMBL4860374	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1CCNCC1)S(=O)(=O)c1ccc(N)cc1	Ki	5.52
CHEMBL287355	O=C1N(CC2CCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCC1	Ki	1.3
CHEMBL431762	O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccc(F)c(F)c2)[C@H](O)[C@@H](O)[C@@H](Cc2ccc(F)c(F)c2)N1Cc1ccc(CO)cc1	Ki	0.47
CHEMBL287520	N#Cc1cc(CN2C(=O)N(Cc3ccccc3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)ccc1F	Ki	40
CHEMBL4846696	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1CCNCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	5.93
CHEMBL335303	COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](Cc3ccccc3)[C@@H]3OC(C)(C)OC3[C@H]2Cc2ccccc2)c1	Ki	
CHEMBL2165919	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCC(=O)N1)S(=O)(=O)c1ccc(OC)cc1	Ki	0.77
CHEMBL4863180	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN(C)C1)S(=O)(=O)c1ccc(N)cc1	Ki	0.3
CHEMBL316147	NNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NN)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.018
CHEMBL95767	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](CO)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C	Ki	290
CHEMBL4858570	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCCNC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	1.73
CHEMBL4852688	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	Ki	0.1
CHEMBL4875597	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCNC2)cc1	Ki	9.99
CHEMBL431027	O=C(Nc1ccc(Br)cn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(Br)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.035
CHEMBL373518	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1)S(=O)(=O)c1ccc2c(c1)OCO2	Ki	0.01585
CHEMBL461495	COc1cccc(S(=O)(=O)N(C[C@H]2CCCO2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(F)c3)C(=O)O2)c1	Ki	150
CHEMBL124093	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NC)c1ccccc1)c1ccccc1	Ki	2.3
CHEMBL281478	CNC(=O)NCCCCCN1C(=O)N(CCCCCNC(=O)NC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	270
